SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
534064,"ALLIANCE INTEGRATED METALIKS L",X,STK,1.64,1.69,1.62,1.65,1.65,1.64,244,206630,340962,
534076,"RHI MAGNESITA INDIA LIMITED",A,STK,405.45,406.6,398,401.95,403.15,400.5,439,10125,4071487,
534091,"MULTI COMMODITY EXCHANGE OF IN",A,STK,2875.05,2883.55,2781,2855.45,2855.45,2860.1,16548,217267,615934990,
534139,"SCHNEIDER ELECTRIC INFRASTRUCT",T,STK,1005.8,1043.8,980,1032.95,1039.5,994.1,1105,27696,28559704,
534190,"OLYMPIC CARDS LTD.",X,STK,3,3,2.72,2.74,2.74,3,6,285,786,
534309,"NBCC (India) Limited",A,STK,93.3,94.5,92.69,94.3,94.3,93.09,7729,1075933,100951464,
534328,"HEXA TRADEX LTD.",B,STK,171.6,171.6,164.25,170.45,170.45,164.4,10,37,6225,
534369,"TRIBHOVANDAS BHIMJI ZAVERI LTD",B,STK,152,153.05,148.2,149.95,150.15,152.1,466,23243,3502126,
534392,"VARDHMAN SPECIAL STEELS LTD.",B,STK,257.7,261.8,254.85,257.6,256,257.7,130,1751,448423,
534422,"LOOKS HEALTH SERVICES LIMITED",XT,STK,6.13,6.42,5.88,6.27,6.27,6.13,69,27697,169757,
534425,"SPECIALITY RESTAURANTS LTD.",B,STK,111,111,102.23,103.59,102.23,105.48,77,1302,134473,
534532,"LYPSA GEMS & JEWELLERY LTD",B,STK,5.3,5.3,5.16,5.26,5.26,5.15,10,2904,14985,
534535,"STRING METAVERSE LIMITED",T,STK,83.85,83.85,83.85,83.85,83.85,88.25,562,190191,15947515,
534597,"RATTANINDIA ENTERPRISES LIMITE",A,STK,34.83,35.25,34.54,34.83,34.97,34.74,1261,214832,7510974,
534598,"Sampann Utpadan India Limited",B,STK,32.65,32.65,31.25,31.74,32.19,31.91,75,4293,136150,
534600,"JTL INDUSTRIES LIMITED",B,STK,67.99,68.83,66.32,66.79,66.71,67.22,708,139105,9375952,
534612,"ADVANCE METERING TECHNOLOGY LT",XT,STK,20.05,20.19,19.6,20.17,20.17,20.22,15,1693,33564,
534615,"NORTH EASTERN CARRYING CORPORA",B,STK,16.37,16.96,16.22,16.46,16.75,16.37,98,8566,142212,
534618,"WAAREE RENEWABLE TECHNOLOGIES",A,STK,1078.25,1202.6,1078.25,1116.85,1116.85,1059.25,53252,1842524,2142457122,
534623,"JUPITER INFOMEDIA LTD.",XT,STK,64.5,67.2,63.09,67.18,67.2,64,166,28150,1873655,
534639,"VINAYAK POLYCON INTERNATIONAL",X,STK,22,22,22,22,22,20,3,171,3762,
534674,"Ducon Infratechnologies Ltd",T,STK,3.65,3.73,3.5,3.61,3.62,3.64,86,83574,297125,
534675,"PROZONE REALTY LIMITED",B,STK,57.85,62.77,57.85,60.53,60.7,57.2,1050,82332,5020758,
534680,"SRG HOUSING FINANCE LTD.",B,STK,248,248,248,248,248,259.05,1,1,248,
534691,"COMFORT COMMOTRADE LTD.",X,STK,14.88,14.88,14.25,14.79,14.79,14.5,38,4619,67266,
534708,"SHANTI GURU INDUSTRIES LIMITED",MT,STK,8.75,8.75,8,8.75,8.75,8.34,4,12000,102750,
534732,"CASPIAN CORPORATE SERVICES LIM",X,STK,39,39,37,37.84,37.97,39.03,102,6623,250653,
534733,"Aerpace Industries Limited",XT,STK,23.41,23.41,23,23,23,23,105,295019,6811183,
534741,"VIRTUAL GLOBAL EDUCATION LTD.",X,STK,0.5,0.51,0.5,0.51,0.51,0.51,138,486444,247511,
534742,"ZUARI AGRO CHEMICALS LTD.",B,STK,231.6,235.55,229,229.65,229.5,228.8,315,9056,2095548,
534748,"STEEL EXCHANGE INDIA LTD.",B,STK,8.98,9.01,8.82,8.96,8.96,8.85,334,141864,1263104,
534755,"TRIO MERCANTILE & TRADING LTD.",X,STK,0.93,0.93,0.92,0.92,0.92,0.93,13,2257,2097,
534758,"CIGNITI TECHNOLOGIES LTD.",A,STK,1303.8,1307.3,1276.7,1295.65,1300,1287.3,164,1281,1653488,
534796,"CDG PETCHEM LIMITED",XT,STK,136.75,136.75,136.75,136.75,136.75,134.1,2,107,14632,
534804,"CARE Ratings Limited",A,STK,1577.95,1629,1575.1,1621,1616.3,1576.75,246,2133,3422178,
534809,"PC JEWELLER LTD.",A,STK,9.56,9.8,9.53,9.58,9.58,9.53,5103,4517354,43593125,
534816,"INDUS TOWERS LIMITED",A,STK,413.2,416.35,409.45,412.35,413,413.05,4281,125593,51720845,
534920,COVIDH,XT,STK,68.53,68.53,68.53,68.53,68.53,67.19,1,44,3015,
534976,"V-MART RETAIL LTD.",A,STK,615,624.85,610,615,615.05,611.15,827,14598,9027595,
535136,"NIBE LIMITED",B,STK,1040,1067.15,1040,1053.55,1059.95,1048.25,247,3343,3530154,
535204,"Mukta Agriculture Limited",X,STK,2.99,2.99,2.99,2.99,2.99,2.99,5,145,433,
535205,"Mystic Electronics Limited",X,STK,3.38,3.69,3.37,3.54,3.54,3.31,39,11664,41199,
535267,"COMFORT FINCAP LTD.",X,STK,7.84,7.84,7.55,7.67,7.6,7.7,115,19508,148553,
535276,"SBI MUTUAL FUND - SBI ETF SENS",A,STK,869.3,870,858.01,867.64,867.5,861.74,253,7396,6413250,
535322,"REPCO HOME FINANCE LTD.",B,STK,397.55,409,395,400.5,400.55,399.15,442,9265,3701518,
535387,"LAKHOTIA POLYESTERS (INDIA) LT",X,STK,74.25,74.25,74,74.17,74.2,70.72,11,638,47327,
535431,"GCM SECURITIES LTD",B,STK,0.72,0.73,0.7,0.71,0.72,0.71,154,89173,63691,
535458,"NRB INDUSTRIAL BEARINGS LTD.",B,STK,30.2,30.8,29.21,30.71,30.6,30.2,37,6056,183421,
535566,"KIFS FINANCIAL SERVICES LTD.",X,STK,122.95,135,122,127.2,122,122.95,14,227,28407,
535601,"SREELEATHERS LTD.",B,STK,182.45,183.45,175.55,180.2,180,186.6,73,897,161185,
535602,"SHARDA MOTOR INDUSTRIES LTD",B,STK,861.05,881,861,869.05,868.3,861.05,177,2398,2089855,
535620,"BINNY MILLS LTD.",XT,STK,285,285,285,285,285,300,1,1,285,
535621,"S V GLOBAL MILL LTD.",X,STK,145,146.4,145,146,146.4,144.9,5,28,4074,
535647,"SDC TECHMEDIA LIMITED",MT,STK,17.96,19,17.96,19,19,18.9,3,30000,558600,
535648,"JUST DIAL LTD.",A,STK,544.2,553.6,544.2,549.75,548.55,544.2,322,10950,6013809,
535657,"OBJECTONE INFORMATION SYSTEMS",XT,STK,7.5,7.5,7.25,7.25,7.25,7.47,9,5097,37951,
535667,"INDIA FINSEC LTD.",X,STK,185,191,181.1,184.9,184.9,185.15,22,536,98823,
535693,"BRAHMAPUTRA INFRASTRUCTURE LTD",X,STK,159.95,159.95,155,157.95,159.4,157.4,190,12512,1962201,
535719,"AMPVOLTS LIMITED",X,STK,30.75,30.75,29.1,29.39,29.85,29.52,192,23673,699743,
535730,"KHOOBSURAT LTD",X,STK,0.53,0.56,0.52,0.55,0.55,0.53,363,2436793,1325346,
535754,"ORIENT CEMENT LTD",A,STK,145,146.55,144.45,144.9,145,145.1,479,15068,2188589,
535755,"Aditya Birla Fashion and Retai",A,STK,64.47,64.7,63.26,64.24,64.3,63.84,2331,162058,10395323,
535789,"Sammaan Capital Limited",A,STK,155,155.25,153.3,154.4,154.4,155,2907,454927,70196667,
535910,"MONEY MASTERS LEASING & FINANC",B,STK,0.76,0.79,0.73,0.73,0.73,0.76,152,254816,187373,
535916,"ALACRITY SECURITIES LTD",B,STK,60.25,64.99,57.88,60.65,60,57.6,634,460559,28070162,
535958,"Integra Essentia Limited",B,STK,1.41,1.44,1.39,1.42,1.42,1.41,242,325040,460838,
536073,"JULIEN AGRO INFRATECH LIMITED",X,STK,1.9,1.94,1.83,1.85,1.85,1.9,726,1204390,2241750,
536264,"TIGER LOGISTICS (INDIA) LTD",B,STK,31.5,33.04,31.5,32.83,32.9,32.21,282,13498,438924,
536493,"JK AGRI GENETICS LTD",X,STK,349.95,360,340,353.5,353.5,349.95,36,1640,577289,
536507,"FUTURE LIFESTYLE FASHIONS LTD",Z,STK,1.43,1.47,1.43,1.47,1.47,1.4,10,544,787,
536565,"NOVELIX PHARMACEUTICALS LIMITE",X,STK,59.65,59.65,56,56.14,57.9,58.41,36,2522,144591,
536659,"PVV Infra Limited",X,STK,4.1,4.2,3.88,3.91,3.91,4.06,886,1687544,6673722,
536672,"VCU DATA MANAGEMENT LTD",X,STK,7.5,7.7,6.65,7.2,7.2,7.03,385,236482,1729114,
536709,"IND Renewable Energy Ltd",Z,STK,11.59,12,11.59,11.8,11.8,12.2,67,9897,116707,
536773,"JINDAL POLY INVESTMENT AND FIN",B,STK,1176.5,1195.7,1166.5,1179.3,1190.55,1167.15,112,737,870514,
536960,"MOTILAL OSWAL MUTUAL FUND - MO",B,STK,63.02,64.51,63.02,64.46,64.51,63.69,281,41090,2632086,
536974,"CAPTAIN POLYPLAST LTD",X,STK,77.5,77.5,73.8,75.93,75.93,77.66,347,52581,4023810,
537007,"ICICI Prudential Nifty ETF",B,STK,272.95,274.99,271.35,274.65,274.88,272.95,933,25995,7114600,
537008,"ICICI Prudential Nifty 100 ETF",B,STK,28.4,28.4,27.74,28.23,28.4,27.71,37,1999,55894,
537069,"ARNOLD HOLDINGS LTD",X,STK,14.1,14.79,13.56,13.9,13.9,14.08,34,4868,69570,
537253,"SUNIL HEALTHCARE LTD",X,STK,61.1,64,61.1,64,64,64,10,719,44747,
537259,"SUYOG TELEMATICS LTD",B,STK,819,819,786.95,797.1,802,793.9,62,799,637981,
537291,"NATH BIO-GENES (INDIA) LTD",B,STK,167.95,170.65,166.8,168.1,166.8,167,22,862,144932,
537292,"AGRI- TECH (INDIA) LTD",B,STK,122.4,122.4,122.4,122.4,122.4,120.64,17,90,11016,
537326,"CHEMTECH INDUSTRIAL VALVES LTD",X,STK,90.5,96.55,90.49,95.76,95.5,89.89,348,65969,6265171,
537483,"NIPPON INDIA ETF NIFTY 100",B,STK,265.89,268.96,263.26,266.7,268.96,263.26,94,1388,368502,
537536,"DENIS CHEM LAB LTD",X,STK,80,81.7,76.62,78.42,78.8,80.27,126,8097,637673,
537573,"POLYMAC THERMOFORMERS LTD",M,STK,14.93,14.95,14.93,14.93,14.93,16.58,4,4000,59736,
537582,"UNISHIRE URBAN INFRA LTD",M,STK,1.52,1.52,1.52,1.52,1.52,1.52,2,20000,30400,
537669,"LAXMIPATI ENGINEERING WORKS LI",M,STK,257.1,262.8,257.1,262.8,262.8,257.05,2,2500,654150,
537707,"LADDU GOPAL ONLINE SERVICES LI",XT,STK,0.79,0.79,0.78,0.78,0.79,0.78,162,367411,288150,
537708,"KOTAK MAHINDRA MUTUAL FUND - K",B,STK,266.33,268.92,266.33,268.12,268.87,266.6,173,5695,1523516,
537709,"SHREE HANUMAN SUGAR & INDUSTRI",XT,STK,4.68,4.74,4.51,4.62,4.51,4.6,64,20629,95094,
537750,"KIRAN VYAPAR LTD",X,STK,192.6,194.95,186.1,186.65,186.1,192.6,29,1697,318799,
537766,"B.C. POWER CONTROLS LTD",X,STK,2.21,2.3,2,2.18,2.18,2.25,284,113726,247815,
537785,"RACE ECO CHAIN LIMITED",T,STK,129.75,133.5,129,133,133,131.5,17,1711,222958,
537800,"MANGALAM INDUSTRIAL FINANCE LT",XT,STK,0.77,0.79,0.75,0.76,0.77,0.77,1790,8439512,6455698,
537820,"VIJI FINANCE LTD",T,STK,3.16,3.32,3.16,3.25,3.31,3.27,33,6444,20803,
537839,"HBG HOTELS LIMITED",X,STK,89,93,87,90,90,87.27,80,11526,1034370,
537840,"RAUNAQ INTERNATIONAL LIMITED",X,STK,49.8,51.11,47.88,51.11,51.11,48.68,9,910,44528,
537985,"INFRONICS SYSTEMS LTD",X,STK,19.65,19.65,18,18.67,19.06,18.21,68,7321,138702,
538057,"CPSE ETF",A,STK,105.52,107,105.23,106.84,107,105.42,889,188576,20007295,
538081,"HARIA APPARELS LTD",X,STK,4.82,5.79,4.82,5.5,5.5,5.4,12,1331,7563,
538092,"SHRI VASUPRADA PLANTATIONS LIM",X,STK,96,103.99,96,102,102,101,15,402,40445,
538119,"R&B DENIMS LTD",T,STK,13.96,13.96,13.96,13.96,13.96,14.69,565,147617,2060733,
538212,"SHARP INVESTMENTS LTD",XT,STK,0.45,0.46,0.43,0.45,0.45,0.45,189,289966,129245,
538268,"WONDERLA HOLIDAYS LTD",B,STK,570.9,570.9,547.75,550.35,549.45,559.7,496,4330,2397677,
538273,"RESPONSE INFORMATICS LTD",X,STK,25.87,26,25,25.01,26,26,9,2109,52743,
538319,"GCM CAPITAL ADVISORS LTD",MT,STK,3.3,3.5,3.3,3.5,3.5,3.34,5,25000,82700,
538351,"A.F. ENTERPRISES LTD",Z,STK,2.12,2.18,1.98,1.99,2.16,2.08,163,218960,456575,
538365,"INCREDIBLE INDUSTRIES LIMITED",B,STK,37,37,35.7,37,37,36.66,6,156,5668,
538382,"WEST LEISURE RESORTS LTD",X,STK,94.45,101,94.45,101,101,96.38,2,2,195,
538395,"NAM SECURITIES LTD",XT,STK,70,72,69.01,71.2,72,69.95,7,817,57913,
538401,"MAESTROS ELECTRONICS & TELECOM",X,STK,140.05,144.85,137.75,138.05,138.05,136.85,71,2830,398374,
538422,"JACKSON INVESTMENTS LTD",X,STK,0.53,0.54,0.46,0.48,0.49,0.51,480,1074312,513930,
538446,"MONEYBOXX FINANCE LIMITED",B,STK,74.58,77.5,74.58,77.12,77.5,75.04,183,2465,188188,
538451,"WORTH INVESTMENT & TRADING CO",XT,STK,4.07,4.07,4.04,4.07,4.07,3.88,254,303009,1231623,
538464,"THIRANI PROJECTS LTD",X,STK,4.2,4.2,4.18,4.18,4.18,4.3,7,1300,5438,
538465,"AMARNATH SECURITIES LTD",X,STK,13.66,14.66,13.66,14.66,14.66,13.7,21,7421,106814,
538476,"CAPITAL TRADE LINKS LTD",X,STK,17.08,17.97,17.08,17.42,17.23,17.07,44,5052,88929,
538496,"TARINI INTERNATIONAL LTD",M,STK,9.78,9.78,9.78,9.78,9.78,9.8,1,3000,29340,
538520,"SHIVAMSHREE BUSINESSES LIMITED",XT,STK,1.83,1.83,1.81,1.81,1.81,1.81,7,2575,4705,
538521,"YAAN ENTERPRISES LIMITED",X,STK,114,114,109,110.97,111.5,109.99,15,1084,121874,
538539,"ANNVRRIDHHI VENTURES LIMITED",XT,STK,10.94,10.94,10.45,10.57,10.84,10.6,76,11077,117550,
538540,"RAMCHANDRA LEASING & FINANCE L",XT,STK,12.67,12.67,12.67,12.67,12.67,12.92,38,13062,165495,
538546,"BANSAL ROOFING PRODUCTS LTD",B,STK,123,124.85,117,122.75,122.75,123,313,21914,2649199,
538556,"ARMAN HOLDINGS LTD",X,STK,106.75,114.45,100,106.7,112.6,106.75,128,13943,1456445,
538562,"SKIPPER LTD",A,STK,414.95,438.6,408,433.5,431.35,407.2,1441,45040,19024268,
538563,"SMT ENGINEERING LIMITED",XT,STK,422.9,422.9,405,405,405,425,5,54,21887,
538564,"JAMES WARREN TEA LTD",X,STK,300,305,295.9,296.25,296.25,299.8,61,3827,1148111,
538565,"Vistar Amar Limited",XT,STK,218.9,219.85,210.1,219.85,219.85,209.4,146,16688,3616290,
538567,"GULF OIL LUBRICANTS INDIA LTD",B,STK,959.95,978.7,952.95,971.55,970.95,950.55,221,2135,2073058,
538568,"FRUITION VENTURE LTD",X,STK,40.5,40.5,38.69,38.7,38.7,40.72,13,168,6561,
538569,"TRIVENI ENTERPRISES LTD",X,STK,1.05,1.11,1.05,1.11,1.11,1.05,26,18200,19677,
538596,"CEMANTIC INFRA-TECH LIMITED",XT,STK,4.98,5.1,4.74,4.98,4.98,4.98,14,1103,5488,
538597,"TTI ENTERPRISE LTD",XT,STK,10.7,10.7,9.97,10.4,10.4,10.49,32,2099,21041,
538598,"VISHAL FABRICS LTD",B,STK,22.88,23.07,22.21,22.91,22.95,22.38,321,83247,1893809,
538607,"TOYAM SPORTS LIMITED",X,STK,0.91,0.95,0.89,0.9,0.9,0.93,481,1001557,910925,
538609,"GAJANAN SECURITIES SERVICES LT",X,STK,71.8,71.8,66.15,69.59,69.55,70.6,36,1803,126563,
538610,"UNISON METALS LTD",X,STK,1.09,1.18,1.09,1.13,1.15,1.11,684,2553485,2915518,
538611,"Real Touch Finance Limited",Z,STK,57.19,57.19,57.19,57.19,57.19,60.2,9,493,28194,
538634,"VASUNDHARA RASAYANS LTD",X,STK,127.8,134.95,125.2,132.25,132,134.85,56,6136,803069,
538635,"SNOWMAN LOGISTICS LTD",B,STK,42.09,43.82,42.09,43.16,43.25,43.24,383,33448,1442509,
538646,"QGO FINANCE LIMITED",X,STK,41.64,41.99,40.51,40.63,40.51,41.64,22,2012,83340,
538647,"PURSHOTTAM INVESTOFIN LTD",X,STK,37.4,40.98,35.07,40.05,39.99,37.4,31,4575,183092,
538666,"Sharda Cropchem Limited",A,STK,1114.5,1141.15,1101.25,1109.7,1109.15,1100.65,743,9143,10209800,
538667,"Sirohia & Sons Limited",MT,STK,8.01,8.01,8.01,8.01,8.01,7.63,1,10000,80100,
538668,"Meghna Infracon Infrastructure",B,STK,622.9,626.9,610.1,620.95,620.95,618.35,328,34701,21422263,
538674,"City Online Services Limited",Z,STK,7.23,7.44,7.23,7.44,7.44,7.09,2,55,408,
538683,"NIPPON INDIA ETF SENSEX",A,STK,897,900,888,897.38,900,892.04,2549,19292,17273928,
538685,"SHEMAROO ENTERTAINMENT LIMITED",B,STK,106.09,106.74,103.97,105.35,105,106.11,99,1115,117614,
538706,"Ultracab (India) Limited",X,STK,7.75,7.82,7.5,7.61,7.51,7.67,352,138639,1068760,
538707,"Rajasthan Cylinders & Containe",X,STK,33.45,33.45,32,32,32,31.45,10,253,8170,
538708,"Econo Trade (India) Limited",X,STK,7.64,7.64,7.5,7.55,7.55,7.73,31,3748,28303,
538713,"Atishay Limited",X,STK,224.35,230,219.15,228.7,230,225.5,82,4104,930145,
538714,"Sangam Finserv Limited",X,STK,40,40.2,38.12,40,40.2,40,10,820,32798,
538715,"Dhabriya Polywood Limited",X,STK,339.95,352.95,339.95,346.9,350.8,343.35,133,5619,1964495,
538716,"Aryaman Capital Markets Limite",B,STK,476.4,476.4,474,476.3,476.4,475,8,73,34772,
538730,"PDS LIMITED",B,STK,299.95,308.05,294.6,301.45,301.7,300.4,924,21936,6599794,
538732,"Vibrant Global Capital Limited",X,STK,49.4,51.39,46,50.17,49.5,50.02,360,51544,2495399,
538734,"CEINSYS TECH LIMITED",B,STK,1155,1238,1154.9,1228.45,1228.45,1141.15,1122,14568,17568450,
538742,"PANABYTE TECHNOLOGIES LIMITED",XT,STK,27.5,27.5,27.1,27.5,27.5,28,12,1048,28780,
538743,"Mudunuru Limited",XT,STK,13.53,13.53,12.89,13.53,13.53,12.89,20,3220,43424,
538765,"JLA Infraville Shoppers Limite",M,STK,7.5,8,7.5,7.6,8,8.08,3,25000,190000,
538770,"Crane Infrastructure Limited",X,STK,14.89,14.89,13,13.62,14.47,14.72,36,3033,42031,
538772,"Niyogin Fintech Limited",X,STK,44.1,45.73,44,44.97,45.24,44.42,247,75528,3380498,
538777,"ASIA CAPITAL LIMITED",XT,STK,53.24,53.24,53.24,53.24,53.24,52.2,1,1,53,
538778,"Kalyan Capitals Limited",X,STK,6.62,7.51,6.5,7.51,7.51,6.26,411,84596,616038,
538787,"Goenka Business & Finance Limi",XT,STK,10.15,10.49,9.95,10.33,10.42,10.15,85,8357,86233,
538788,"Gilada Finance & Investments L",X,STK,12.85,12.85,12.36,12.49,12.5,12.53,32,4314,53650,
538795,"Shree Ajit Pulp And Paper Ltd.",X,STK,269.25,272.8,260,270.5,269,269.25,41,1277,342145,
538817,"Captain Pipes Limited",B,STK,12.08,13.27,11.51,11.94,11.94,12.08,2119,1654351,20327716,
538833,"KAIZEN AGRO INFRABUILD LIMITED",X,STK,10.08,10.35,10.01,10.26,10.26,9.98,29,6772,69811,
538834,"JMJ Fintech Limited",X,STK,10.55,10.94,10.1,10.41,10.41,10.66,110,43087,457080,
538835,"INTELLECT DESIGN ARENA LIMITED",A,STK,719.2,719.2,692.55,694.6,694.6,699.1,1020,12703,8844413,
538836,"Monte Carlo Fashions Limited",B,STK,583,588.85,558,566.7,567.5,580.15,190,2511,1439993,
538837,"Jeevan Scientific Technology L",X,STK,75,83.54,75,82.44,82.44,75.95,321,143452,11666968,
538838,"Indo Cotspin Limited",X,STK,29,31.75,29,31.45,31.45,29.29,14,762,23127,
538857,"Scintilla Commercial & Credit",XT,STK,17.01,17.01,16.93,17.01,17.01,16.68,13,24560,417735,
538860,"PANAFIC INDUSTRIALS LTD",X,STK,1.14,1.14,1.14,1.14,1.14,1.24,78,414516,472548,
538862,"My Money Securities Ltd.",X,STK,40.5,45,40.5,45,45,45,14,743,32983,
538868,"Continental Securities Limited",X,STK,14.02,14.84,14.02,14.35,14.37,14.36,93,16668,237310,
538874,"NEXUS SURGICAL AND MEDICARE LI",X,STK,19,19,19,19,19,19,7,236,4484,
538875,"SELLWIN TRADERS LIMITED",X,STK,6.79,6.85,6.26,6.54,6.51,6.57,592,1198433,7898769,
538881,"Galada Finance Limited",X,STK,32.15,32.15,30.62,30.62,30.62,30.62,7,2094,67218,
538882,"Emerald Finance Limited",X,STK,65,66,62,62.93,64.3,65.28,307,55070,3515926,
538890,"M. K. Exim (India) Ltd.",X,STK,65.98,65.98,63.08,64.96,64.96,63.94,117,32434,2102943,
538891,"MAGELLANIC CLOUD LIMITED",B,STK,26.51,27.69,26.51,27.09,27.09,26.68,945,138182,3754457,
538894,"Octal Credit Capital Ltd.",XT,STK,20.74,21.78,19.75,21.78,21.78,20.75,11,882,17458,
538895,"Mihika Industries Ltd.",X,STK,13,13.24,12.5,13.17,13.17,12.99,17,1467,19176,
538896,"Kanchi Karpooram Ltd.",X,STK,390,410,389.85,400.95,403.4,390.25,270,8296,3358586,
538902,"Dhunseri Tea & Industries Ltd",B,STK,141.9,144.4,138,143.9,143.9,135.85,22,207,29503,
538918,"Vani Commercials Limited",X,STK,8.8,9.03,8.77,8.88,9.01,8.82,77,105001,937219,
538919,"SKYLINE VENTURES INDIA LIMITED",X,STK,29.04,29.04,27.59,27.59,27.59,29.04,5,1210,34833,
538920,"VINTAGE COFFEE AND BEVERAGES L",B,STK,142.85,143.8,141.05,141.95,142,141,776,21907,3116576,
538922,"COSYN Limited",X,STK,23.5,24.49,22.59,23.99,23.99,22.45,26,1668,39665,
538923,"SOFCOM SYSTEMS LIMITED",X,STK,26,28,25,27.27,28,26.75,367,164663,4365755,
538926,"Naturite Agro Products Limited",X,STK,186.95,187.5,182.7,187.5,187,178.6,33,1449,270376,
538928,"Karnavati Finance Limited",X,STK,1.39,1.48,1.37,1.47,1.48,1.41,53,20542,29582,
538942,"Mercantile Ventures Limited",X,STK,24,24,22.22,23,23,22.83,48,2402,54515,
538943,"Sonal Mercantile Limited",X,STK,99.04,103.67,99.04,103.52,101,98.75,14,410,42221,
538952,"Abhinav Leasing & Finance Limi",X,STK,1.32,1.39,1.32,1.32,1.32,1.31,19,6139,8497,
538961,"GENUS PAPER & BOARDS LIMITED",B,STK,15.79,15.79,14.12,14.42,14.4,14.03,75,13521,200486,
538962,"Minda Corporation Limited",A,STK,507.75,541.5,507.75,532.75,530.95,504.65,1448,24882,13131082,
538965,"Concord Drugs Limited",X,STK,83,87.5,83,85.99,86,82.39,78,7915,681134,
538970,"WARDWIZARD INNOVATIONS AND MOB",XT,STK,9.22,9.55,8.65,8.74,8.74,9.1,3433,2372461,21451973,
538975,"Shree Securities Ltd.",Z,STK,0.19,0.2,0.19,0.2,0.2,0.2,219,977561,189444,
538979,"Greenlam Industries Ltd",B,STK,223.4,232.8,222.45,224.3,224,222.05,558,9925,2267164,
538987,"TALBROS ENGINEERING LIMITED",X,STK,668.35,697.95,668.3,680.25,681,686.95,92,1720,1173783,
539005,"JAYATMA ENTERPRISES LIMITED",X,STK,22.73,22.73,22.73,22.73,22.73,21.65,1,5,113,
539006,"PTC Industries Ltd.",A,STK,16149.15,16149.15,15665.25,15703.3,15716.85,15945.9,158,294,4642102,
539011,"CHENNAI FERROUS INDUSTRIES LIM",X,STK,104.8,104.8,99,99.9,101.93,97.58,63,4082,414996,
539012,"Megri Soft Limited",X,STK,90,90,83.6,85.13,83.6,84.58,14,385,33915,
539013,"GITA RENEWABLE ENERGY LIMITED",XT,STK,75,80,75,79.88,79.7,77.5,41,4934,389007,
539014,"Kalpa Commercial Limited",X,STK,10.1,10.1,8.62,8.71,8.7,9.39,26,7782,71584,
539015,"Ortel Communications Limited",Z,STK,1.84,1.84,1.83,1.83,1.83,1.8,5,5511,10090,
539016,"Neil Industries Ltd.",X,STK,7.07,7.07,7.07,7.07,7.07,7.07,7,345,2439,
539017,"STAR HOUSING FINANCE LIMITED",X,STK,6.22,6.22,6.21,6.22,6.22,5.93,102,231566,1439961,
539018,"Beekay Steel Industries Ltd.",X,STK,432.55,435,412,431.65,430,432.55,144,6019,2527934,
539031,"SBI Mutual Fund",A,STK,282.96,284.34,282.85,283.88,283.88,282.58,20,612,173697,
539032,"Fraser And Company Limited",XT,STK,11.01,12.05,10.93,11.86,12.05,11.5,34,48400,572660,
539040,"TIRUPATI INNOVAR LIMITED",X,STK,7.6,8,7.03,7.74,7.87,7.39,383,99649,758485,
539041,"GANESHA ECOVERSE LIMITED",MT,STK,26.9,26.95,25.66,26.95,26.95,26.99,11,17500,465162,
539042,"AGI Infra Limited",B,STK,362.65,378.6,362.65,374.6,375.9,358.9,2483,113534,42197557,
539044,"Manaksia Steels Limited",B,STK,73.9,73.9,67.9,70.91,70.69,67.9,565,18355,1296316,
539045,"Manaksia Aluminium Company Ltd",T,STK,30.59,31.7,29.01,31.35,31.35,30.31,128,24658,744787,
539046,"Manaksia Coated Metals & Indus",B,STK,107.02,111.85,106.6,109.94,109.94,106.43,211,12265,1332395,
539056,"IMAGICAAWORLD ENTERTAINMENT LI",B,STK,49.75,49.95,48.15,49.63,49.55,48.38,469,58957,2896580,
539083,"Inox Wind Limited",A,STK,95.52,99.98,95.52,97.81,97.81,95.46,12727,1989881,195408804,
539090,"Rajputana Investment and Finan",X,STK,35,35,34,34.07,34,34.8,21,3979,137169,
539091,"Consecutive Commodities Limite",X,STK,0.99,1.04,0.98,1,1.01,0.98,222,129757,129920,
539097,"UR SUGAR INDUSTRIES LIMITED",B,STK,3.32,3.48,3.25,3.4,3.4,3.25,184,176808,593117,
539098,"Filtra Consultants and Enginee",M,STK,61.57,61.62,61.57,61.62,61.62,67.9,2,4000,246380,
539111,"SHESHADRI INDUSTRIES LIMITED",X,STK,15.9,15.9,15.9,15.9,15.9,16.08,2,301,4785,
539113,"Paul Merchants Ltd.",X,STK,530.25,588,530.25,581.55,588,530.3,108,955,539384,
539115,"ALAN SCOTT ENTERPRISES LIMITED",X,STK,262,262,255,255.7,255,260.55,15,812,207996,
539117,"Sujala Trading & Holding Ltd.",X,STK,27.83,27.83,25.8,26.08,26.08,26.89,903,342417,9113079,
539118,"VRL Logistics Limited",B,STK,262.05,263.5,259,261.05,261.1,261.5,251,2956,772191,
539120,"GRAMEVA LIMITED",X,STK,63.21,63.21,61,63.2,63.2,60.2,61,4943,311581,
539121,"Palco Metals Limited",X,STK,140.49,158.8,140,149.83,149.98,137.75,134,9928,1463731,
539122,"Bodhtree Consulting Limited",XT,STK,17.5,17.5,17.1,17.27,17.27,17.44,24,12546,215499,
539123,"V B INDUSTRIES LIMITED",X,STK,7.35,7.35,6.83,7.27,7.2,7,40,8291,60222,
