SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
517356,"ACI INFOCOM LTD.",XT,STK,1.21,1.27,1.21,1.27,1.27,1.24,126,49156,61642,
517360,"SBEC SYSTEMS (INDIA) LTD.",X,STK,18.25,18.65,18.25,18.61,18.5,19.01,7,323,5909,
517370,"INCAP LTD.",X,STK,104.05,106.7,90.31,104.2,99.4,104.05,29,1003,101913,
517372,"GUJARAT INTRUX LTD.",X,STK,444.2,459.95,444.2,452.25,455.7,444.1,141,2724,1233658,
517380,"IGARASHI MOTORS INDIA LTD.",B,STK,350.6,357.1,347.5,350,350.25,349.55,490,4978,1751160,
517385,"SYMPHONY LIMITED",B,STK,814.25,818,807.8,812.75,813.2,811.85,681,8386,6809865,
517393,"REGANTO ENTERPRISES LIMITED",Z,STK,8.87,8.87,8.87,8.87,8.87,8.45,35,84814,752300,
517397,"PAN ELECTRONICS INDIA LTD.",X,STK,38.5,38.5,33,33.52,33.9,36.38,170,44637,1603314,
517399,"VXL INSTRUMENTS LTD.",XT,STK,3.75,3.85,3.75,3.79,3.85,3.69,6,708,2674,
517411,"SHYAM TELECOM LTD.",B,STK,10.6,10.97,9.94,10.11,10.75,10.79,28,7083,71706,
517415,"LEE & NEE SOFTWARES (EXPORTS)",XT,STK,7.69,8.27,7.69,8.15,7.9,7.9,62,17972,144581,
517417,"PATELS AIRTEMP (INDIA) LTD.",X,STK,359,359,339.95,346.7,345.5,346.4,595,22233,7800596,
517421,"BUTTERFLY GANDHIMATHI APPLIANC",B,STK,620.05,625.65,618.05,623.25,622.8,616.95,53,519,322501,
517429,"Athena Global Technologies Lim",X,STK,68.78,74.59,65.3,73.37,74.59,65.33,53,11716,817044,
517431,"NARMADA MACPLAST DRIP IRRIGATI",X,STK,24.8,24.8,22.05,23.12,23.39,21.4,697,184049,4181654,
517437,"DUTRON POLYMERS LTD.",X,STK,115,115,109,110.23,109,113.16,5,195,21495,
517447,"R.S.SOFTWARE INDIA LTD.",T,STK,37.54,37.54,37.54,37.54,37.54,35.76,28,15330,575488,
517449,"MAGNA ELECTRO CASTINGS LTD.",X,STK,955.4,958.95,933,958.55,958.55,949.5,46,529,500957,
517467,"MARSONS LIMITED",B,STK,161.7,168.45,159.4,167.25,166,159.5,1732,141462,23329596,
517477,"ELNET TECHNOLOGIES LTD.",X,STK,327.45,340,325.05,337,338.8,327.7,20,604,204303,
517494,"ACCEL LIMITED",X,STK,13.13,14.25,13,13.61,13.8,12.83,120,34725,463181,
517498,"WEBSOL ENERGY SYSTEM LTD.",A,STK,88.21,93.19,88.21,91.41,91.41,88.01,3193,511623,46635624,
517500,"ROTO PUMPS LTD.",B,STK,58.56,62.27,58.55,60.2,60.2,58.75,1437,186808,11358905,
517506,"TTK PRESTIGE LTD.",A,STK,484.6,499,482.6,494.95,495.55,482.25,512,5700,2806025,
517514,"D&H INDIA LTD",XT,STK,250.25,264.05,250,263.8,263.8,251.55,146,14819,3835150,
517522,"RAJRATAN GLOBAL WIRE LTD.",B,STK,425.95,435.15,418.5,429.25,429.9,420.15,259,3063,1308571,
517530,"SURANA TELECOM AND POWER LIMIT",B,STK,18.74,19.25,18.5,18.74,18.9,18.74,118,19351,363011,
517536,"ONWARD TECHNOLOGIES LTD.",B,STK,260.45,260.45,249.15,254.35,255.05,261.1,137,1698,428203,
517544,"CENTUM ELECTRONICS LTD.",B,STK,3104.6,3132,3030,3083.75,3083.75,3047.1,1272,9459,29179256,
517546,"ALFA TRANSFORMERS LTD.",X,STK,46.08,46.69,45,45.37,45.5,46.08,238,22721,1032125,
517554,"NHC FOODS LTD.",X,STK,0.9,0.94,0.88,0.91,0.91,0.88,527,1623784,1480350,
517556,"PVP VENTURES LTD.",B,STK,35.29,35.3,32,32.58,32.58,34.9,1245,579874,19844459,
517562,"TRIGYN TECHNOLOGIES LTD.",B,STK,57.5,58.26,56.21,57.98,58.26,57.58,53,3057,175794,
517569,"KEI INDUSTRIES LTD.",A,STK,4680.5,4866.8,4633.7,4841.1,4841.1,4650.5,5247,24056,115221188,
518011,"KEERTHI INDUSTRIES LTD.",X,STK,52.6,52.61,50.1,52.38,52.39,52.62,16,2166,112494,
518053,"Sri Chakra Cement Limited",XT,STK,64.95,64.95,58.8,62.81,63,61.89,55,3063,192088,
518075,"SURAJ PRODUCTS LTD.",Z,STK,239.9,239.9,232,232.65,232.15,237.5,89,2843,667909,
518091,"ANJANI PORTLAND CEMENT LTD.",B,STK,119.5,119.5,119.35,119.35,119.35,119.8,4,31,3702,
519003,"MODI NATURALS LIMITED",B,STK,370,376,359.45,359.45,359.45,366.7,361,4139,1538885,
519014,"PRASHANT INDIA LTD.",X,STK,13.14,13.14,13,13.07,13,13.14,5,1038,13567,
519064,"KHANDELWAL EXTRACTION LTD.",X,STK,185.9,187.95,185,187.95,187.95,179,32,2392,448992,
519091,"TASTY BITE EATABLES LTD.",B,STK,7107,7120,7067.9,7115,7115,7100,21,97,687054,
519097,"RITESH INTERNATIONAL LTD.",X,STK,69.5,72.72,63,65.34,65.99,68.97,159,15851,1045724,
519105,"AVT NATURAL PRODUCTS LTD.",B,STK,67.1,67.31,64.33,67.01,67.31,65.04,259,6108,400214,
519126,"HINDUSTAN FOODS LTD.",B,STK,505.6,510.25,504.95,509.15,509.4,506.75,135,1014,514810,
519136,"NAHAR INDUSTRIAL ENTERPRISES L",B,STK,107.91,108,107.61,107.61,107.61,107.75,25,401,43215,
519152,"VADILAL ENTERPRISES LTD.",X,STK,10140,10140,9800,10093.35,10140,10185.65,17,118,1191608,
519156,"VADILAL INDUSTRIES LTD.",B,STK,4581.75,4714.45,4570.05,4593.05,4609,4621.9,166,822,3826517,
519174,"ASHIANA AGRO INDUSTRIES LTD.",X,STK,8.53,8.53,8.53,8.53,8.53,8.13,2,41,349,
519183,"ADF FOODS LTD.",B,STK,198.95,235.35,196.9,225.95,226,196.15,1993,111778,25017364,
519191,"Retro Green Revolution Limited",Z,STK,1.55,1.55,1.55,1.55,1.55,1.48,13,15977,24764,
519214,"WILLIAMSON FINANCIAL SERVICES",X,STK,6.07,6.07,5.51,5.51,5.51,5.79,7,1367,8114,
519216,"AJANTA SOYA LTD.",X,STK,26.4,26.42,25.72,26.14,26.14,25.96,239,50568,1321465,
519224,"WILLIAMSON MAGOR & COMPANY LTD",B,STK,28.48,28.53,27.47,28.53,28.53,28.49,7,694,19739,
519230,"KISAAN PARIVAR INDUSTRIES LIMI",X,STK,20.33,20.33,18.35,19.14,19.14,19.37,111,14057,272783,
519234,"SUPERIOR INDUSTRIAL ENTERPRISE",X,STK,34.4,34.99,33.16,34.85,34.89,33.1,35,2130,74158,
519238,"SAPTARISHI AGRO INDUSTRIES LTD",X,STK,36.6,38.35,36.6,38.35,38.35,38.37,2,183,6706,
519262,"PRIMA AGRO LTD.",X,STK,16.5,16.9,15.5,16.14,16.89,16.49,32,841,13606,
519285,"TARAI FOODS LTD.",Z,STK,7.66,7.66,6.94,7.49,7.49,7.3,9,1279,9539,
519287,"MODERN DAIRIES LTD.",X,STK,36.1,37.19,35.7,36.7,36.95,36.41,79,10555,386840,
519295,"BAMBINO AGRO INDUSTRIES LTD.",X,STK,208.45,209,201.8,207.95,208,204.35,27,1430,295696,
519299,"PRIME INDUSTRIES LTD.",X,STK,45.23,45.23,45.23,45.23,45.23,43.08,15,6768,306116,
519307,"VIKAS WSP LTD.",Z,STK,1.01,1.05,1.01,1.04,1.05,1.01,111,159948,166055,
519331,"VSF PROJECTS LTD.",X,STK,38.82,39.92,36.1,39.89,39.89,38.82,21,3099,118371,
519359,"POONA DAL & OIL INDUSTRIES LTD",X,STK,70,70,65.02,68,68,67.76,23,1157,78881,
519367,"TRANSGLOBE FOODS LTD.",XT,STK,425,439.95,405.05,434.25,434,425,12,41,17393,
519383,"ANIK INDUSTRIES LTD.",T,STK,43.8,44.55,43.8,44.55,44.55,43.8,12,1054,46571,
519397,"SHARAT INDUSTRIES LTD.",X,STK,146.5,149.9,145.3,148.25,148.5,147.2,256,129134,19126157,
519421,"KSE LTD.",X,STK,202.15,205.2,201,205.05,205,201.6,249,16352,3334961,
519457,"VIRAT CRANE INDUSTRIES LTD.",X,STK,36.65,40,36.65,39.2,39.2,38.91,19,1194,46774,
519463,"IB INFOTECH ENTERPRISES LTD.",XT,STK,536.75,536.75,536.75,536.75,536.75,526.25,12,396,212553,
519471,"Ambar Protein Industries Limit",X,STK,171,172.05,168.1,172.05,172.05,171,11,309,52664,
519475,"CHORDIA FOOD PRODUCTS LTD.",X,STK,71,71,71,71,71,71.48,1,4,284,
519477,"CIAN Agro Ind & Infra Ltd",B,STK,1050.7,1050.7,1050.7,1050.7,1050.7,1000.7,344,17184,18055228,
519479,"OMEGA AG-SEEDS (PUNJAB) LTD.",X,STK,8.24,8.24,8.24,8.24,8.24,8.24,1,1,8,
519483,"TAI INDUSTRIES LTD.",XT,STK,30.28,30.28,30.28,30.28,30.28,31.87,3,110,3330,
519494,"N.K.INDUSTRIES LTD.",B,STK,70,75.27,67.7,67.83,67.95,69.4,109,1375,97891,
519500,"BKV INDUSTRIES LTD.",X,STK,9.6,9.99,9.5,9.51,9.98,9.62,19,1318,12929,
519528,"NORBEN TEA & EXPORTS LTD.",B,STK,81.35,83,78.89,82,82,82.99,11,597,48164,
519532,"ASIAN TEA & EXPORTS LTD.",X,STK,10.8,11.5,10.77,11.1,11.1,10.7,45,3889,42494,
519552,"HERITAGE FOODS LIMITED",A,STK,357,365,355.75,359.1,359.2,355.45,648,23101,8333888,
519566,"SIMRAN FARMS LTD.",X,STK,168.55,169,164,165.7,165.7,164.45,52,3888,648340,
519574,"HINDUSTAN AGRIGENETICS LTD.",X,STK,54,54.27,49.21,51.76,50.6,49.24,103,23767,1250929,
519600,"CCL PRODUCTS (INDIA) LTD.",A,STK,1084.4,1097.8,1075.45,1088.6,1088.6,1070.95,1393,14782,16065987,
519602,"KELLTON TECH SOLUTIONS LTD.",B,STK,15,16.19,14.88,15.77,15.77,14.99,1259,663301,10328550,
519604,"SURYO FOODS & INDUSTRIES LTD.",X,STK,16.68,18.29,16.68,17.05,18.27,16.68,12,533,9312,
519606,"INTEGRATED PROTEINS LTD.",XT,STK,89.83,89.83,89.83,89.83,89.83,88.07,6,440,39525,
519612,"LAKE SHORE REALTY LIMITED",X,STK,76.5,82,76.5,77.99,77.99,76.54,21,1432,115915,
520008,"RICO AUTO INDUSTRIES LTD.",B,STK,121.45,121.45,118.1,119.1,119,119.35,388,49495,5914797,
520021,"OMAX AUTOS LTD.",B,STK,115,118.5,115,117,117,117.44,154,2451,286183,
520043,"MUNJAL SHOWA LTD.",B,STK,127.5,128.95,126.6,128,128.45,126.6,67,824,105056,
520051,"JAMNA AUTO INDUSTRIES LTD.",B,STK,128.85,130.5,126.8,128.7,128.8,127.95,1606,121457,15643910,
520056,"TVS Holdings Limited",A,STK,14325,14861,14325,14667.95,14690,14626.15,177,578,8490372,
520057,"JTEKT India Ltd",B,STK,134.25,134.8,132.6,132.8,132.85,132.5,485,6003,799837,
520059,"MUNJAL AUTO INDUSTRIES LTD.",B,STK,81.4,82.99,80.98,81.36,81.5,81.13,363,10127,826875,
520066,"JAY BHARAT MARUTI LTD.",B,STK,98,101.28,96.86,98.38,98.12,96.86,547,41018,4030210,
520073,"RACL Geartech Limited",B,STK,1390.15,1405,1360,1397.9,1405,1382.3,132,937,1296421,
520075,"SAMKRG PISTONS & RINGS LTD.",X,STK,121,122.9,120.55,122.9,122.9,121,27,2007,245239,
520086,"SICAL LOGISTICS LTD.",T,STK,68.4,69.13,66.49,69.13,69.13,65.84,29,5301,364117,
520111,"RATNAMANI METALS & TUBES LTD.",A,STK,2449.55,2467.95,2353.55,2462.2,2465,2345.65,399,1496,3610218,
520113,"VESUVIUS INDIA LTD.",A,STK,510.7,510.7,495.5,499.65,500,498.7,351,5826,2909005,
520119,"AUTOMOTIVE STAMPINGS & ASSEMBL",B,STK,475.7,479.65,466.25,471,471,475.7,194,1286,608912,
520121,"ARCEE INDUSTRIES LTD.",XT,STK,14.42,15.08,13.66,15.01,15.08,14.37,29,4441,64609,
520123,"ABC INDIA LTD.",X,STK,63,65.98,60.8,65,62.9,61.6,38,2961,188741,
520127,"BALURGHAT TECHNOLOGIES LTD.",XT,STK,15,15,14.5,14.61,14.61,15,10,7497,111338,
520141,"SIBAR AUTO PARTS LTD.",X,STK,7.48,7.5,7.2,7.35,7.35,7.16,35,29023,212427,
520151,"TRANSWORLD SHIPPING LINES LIMI",B,STK,160.75,166.5,158.05,159.95,158.05,154.4,161,3622,582237,
520155,"Starlog Enterprises Limited",X,STK,44.89,44.89,39.72,40.08,40.08,39.71,37,5165,206460,
521005,"TITAN INTECH LIMITED",X,STK,0.9,0.9,0.81,0.82,0.84,0.89,2143,10560578,8940998,
521016,"INDO COUNT INDUSTRIES LTD.",A,STK,277.95,278.5,269.5,276.45,275.8,269.8,725,33406,9163084,
521018,"MARAL OVERSEAS LTD.",B,STK,43,45.2,43,44.98,44.98,43.69,4,631,28174,
521034,"SOMA TEXTILES & INDUSTRIES LTD",T,STK,97.8,97.8,95.75,96.39,97,97.58,28,10223,979460,
521036,"SOURCE INDUSTRIES (INDIA) LTD.",XT,STK,10.38,10.38,10.38,10.38,10.38,9.89,1,100,1038,
521048,"ADVANCE LIFESTYLES LTD.",X,STK,26,26.03,26,26.03,26.03,27.36,3,17,442,
521054,"KAKATIYA TEXTILES LTD.",X,STK,9.2,9.5,9.2,9.5,9.5,9.55,3,204,1906,
521062,"PERFECT-OCTAVE MEDIA PROJECTS",X,STK,4.21,4.22,4,4.11,4.22,4.17,27,13462,55797,
521064,"TRIDENT LTD.",A,STK,25.89,26.2,25.84,26.12,26.12,25.88,3172,662950,17270782,
521070,"ALOK INDUSTRIES LTD.",A,STK,14.29,14.61,14.15,14.31,14.31,14.43,2159,722373,10348605,
521080,"PASARI SPINNING MILLS LTD.",X,STK,7.88,7.88,7.5,7.5,7.5,7.5,9,598,4485,
521097,"AMARJOTHI SPINNING MILLS LTD.",X,STK,132,136.95,132,134.95,136.95,136.4,57,3293,442831,
521105,"OLYMPIA INDUSTRIES LTD.",X,STK,31,31,28.05,29.24,29.23,29.46,53,3652,107185,
521109,"NAGREEKA EXPORTS LTD.",B,STK,25,27.77,24.5,26.14,26.05,25.86,57,3632,96721,
521113,"SUDITI INDUSTRIES LTD.",X,STK,93.24,96.6,88,93.49,94,93.24,236,50424,4713779,
521131,"Shree Bhavya Fabrics Limited",X,STK,25.87,26.29,24.01,25.35,25.35,25.87,26,772,19135,
521137,"EUREKA INDUSTRIES LTD.",X,STK,4.45,4.47,4.3,4.4,4.4,4.26,111,40281,175581,
521141,"ADITYA SPINNERS LTD.",X,STK,16.32,19,16.32,17.84,17.76,16.32,88,13717,246717,
521149,"PRIME URBAN DEVELOPMENT INDIA",X,STK,9.38,9.38,8,8.85,8.85,8.6,19,946,7828,
521151,"DHANLAXMI FABRICS LTD.",X,STK,55.72,55.72,55.72,55.72,55.72,58.65,12,125,6965,
521161,"SRI LAKSHMI SARASWATHI TEXTILE",X,STK,31.39,31.39,31.39,31.39,31.39,31.39,3,50,1569,
521163,"ZODIAC CLOTHING CO.LTD.",B,STK,75.5,82.58,75.5,80.46,80.35,75.5,114,1886,151140,
521167,"MAXGROW INDIA LIMITED",XT,STK,39.3,40.79,37.36,38.91,38.93,39.3,182,21774,848412,
521178,"SRI RAMAKRISHNA MILLS (COIMBAT",X,STK,39.1,43.97,39.1,43,43,41.8,70,18255,743321,
521180,"SUPER SPINNING MILLS LTD.",B,STK,5.9,5.9,5.39,5.4,5.42,5.3,61,12218,67511,
521194,"SIL INVESTMENTS LTD.",B,STK,438.3,475,438.3,469.45,475,441.35,67,157,73008,
521200,"SURYALAKSHMI COTTON MILLS LTD.",B,STK,58.6,58.6,58.48,58.48,58.48,55.3,3,151,8842,
521206,"SAMTEX FASHIONS LTD.",XT,STK,1.42,1.5,1.41,1.48,1.48,1.45,24,6722,9866,
521210,"CITYMAN LTD.",X,STK,15,15,15,15,15,15.09,1,500,7500,
521216,"DHANALAXMI ROTO SPINNERS LTD.",X,STK,83.07,85.9,80.61,85.66,85.42,83.48,28,3566,299228,
521220,"DAMODAR INDUSTRIES LTD.",B,STK,27.5,29.72,27.1,29.39,29.5,26.53,49,1860,53647,
521222,"SANBLUE CORPORATION LTD.",X,STK,36.52,36.52,36.52,36.52,36.52,34.79,3,52,1899,
521226,"UNIROYAL INDUSTRIES LTD.",X,STK,20.99,20.99,20.99,20.99,20.99,20.99,2,50,1049,
521228,"TATIA GLOBAL VENNTURE LTD.",X,STK,2.61,2.82,2.61,2.68,2.68,2.56,332,121777,328519,
521234,"SRI NACHAMMAI COTTON MILLS LTD",X,STK,37.5,37.5,33.27,34.81,34.81,34.3,11,110,3695,
521238,"BHARAT GLOBAL DEVELOPERS LIMIT",B,STK,126.77,126.77,126.77,126.77,126.77,133.44,236,6117,775452,
521240,"SAMBANDAM SPINNING MILLS LTD.",X,STK,99,99,97,97.5,97,96,5,44,4350,
521244,"MKP Mobility Limited",X,STK,110.1,110.1,110.1,110.1,110.1,110.1,1,2,220,
521246,"PARAS PETROFILS LTD.",T,STK,2.35,2.36,2.32,2.32,2.32,2.36,34,30711,71839,
521248,"KITEX GARMENTS LTD.",A,STK,171,173.3,169.85,171.65,171,169.65,812,54795,9406036,
522001,"CRANEX LTD.",X,STK,75,84,72.27,81.32,83.25,72.27,158,13420,1069519,
522004,"BATLIBOI LTD.",X,STK,85.8,85.8,82.99,85.24,85.43,84.16,271,28833,2429443,
522005,"AUSTIN ENGINEERING CO.LTD.",X,STK,136.57,140,135.01,137.28,137,136.59,45,1760,243805,
522014,"UNITED DRILLING TOOLS LTD.",B,STK,211.9,215.5,200.45,212.45,214.25,206.45,252,5889,1248617,
522017,"FLUIDOMAT LTD.",X,STK,761,810,761,775.55,772.1,768.75,356,6475,5030934,
522027,"EMA INDIA LTD.",X,STK,504.35,504.35,504.35,504.35,504.35,494.5,16,6579,3318118,
522029,"WINDSOR MACHINES LTD.",B,STK,287,309.85,281.25,303.85,303.85,285.05,241,12216,3623766,
522034,"SHANTHI GEARS LTD.",B,STK,479.85,482.7,472.2,472.95,473,479.85,190,647,307731,
522064,"HONDA INDIA POWER PRODUCTS LIM",B,STK,2295.2,2313,2152.25,2306.45,2280.5,2257.15,43,199,457012,
522073,"The Hi-Tech Gears Ltd",T,STK,639,648,611.2,632,632,639.95,13,144,90141,
522074,"ELGI EQUIPMENTS LTD.",A,STK,543,551.5,543,549,548,541.75,2202,39556,21704901,
522091,"UNITED VAN DER HORST LTD.",XT,STK,40,41.38,37.51,41.37,41.38,39.41,137,26719,1089389,
522101,"KILBURN ENGINEERING LTD.",B,STK,504.9,518,492.05,513.7,517.5,498.15,983,60969,30853761,
522105,"BIRLA PRECISION TECHNOLOGIES L",X,STK,34.64,35.49,33.75,34.35,34.35,34.35,141,22555,786355,
522108,"YUKEN INDIA LTD.",B,STK,766.7,766.7,735.3,751.95,757,753.35,54,422,315615,
522113,"TIMKEN INDIA LTD.",A,STK,3489.9,3536.4,3455.1,3506.9,3495.7,3491.9,314,1183,4130931,
522122,"VOITH PAPER FABRICS INDIA LTD.",X,STK,1557.9,1615,1545,1602.3,1588.6,1555.6,71,658,1040781,
522134,"ARTSON LIMITED",X,STK,164.95,170.5,160,167.4,170.5,159.1,125,7073,1174096,
522152,"SOLITAIRE MACHINE TOOLS LTD.",X,STK,106.99,106.99,105.95,106.86,106.86,100.5,9,91,9688,
522163,"DIAMOND POWER INFRASTRUCTURE L",B,STK,154,155,148,149.55,150,148.15,985,80511,12150438,
522165,"INDSIL HYDRO POWER AND MANGANE",X,STK,41.95,41.95,41,41.3,41.3,41.26,76,11897,493009,
522183,"ITL INDUSTRIES LTD.",X,STK,299.85,311.95,299.85,302.4,306,303.25,81,3250,985969,
522195,"FRONTIER SPRINGS LTD.",B,STK,1537,1550,1520.15,1542.9,1542.9,1518,1028,16848,25844254,
522205,"PRAJ INDUSTRIES LTD.",A,STK,350.95,355,350.1,350.75,351.1,349.15,1205,48596,17117762,
522207,"RASANDIK ENGINEERING INDUSTRIE",X,STK,65,65.9,61.41,64.2,64.2,63.9,21,2749,176252,
522209,"YOGI SUNG-WON (INDIA) LTD.",X,STK,8.7,8.7,8.05,8.23,8.21,7.98,54,9751,79805,
522215,"HLE GLASCOAT LIMITED",B,STK,326.05,335.85,326.05,331,330.3,326.4,395,7359,2444482,
522217,"GUJARAT APOLLO INDUSTRIES LTD.",B,STK,444,455.75,436,439.6,438,445.8,231,1286,567302,
522229,"TANEJA AEROSPACE & AVIATION LT",X,STK,279.9,284.35,278.7,281.55,281.55,277.75,471,21882,6162106,
522231,"CONART ENGINEERS LTD.",X,STK,92.3,96,88,95.47,94.8,89.92,80,12414,1162925,
522235,"MINAL INDUSTRIES LIMITED",X,STK,2.65,2.65,2.44,2.54,2.54,2.58,98,54675,140165,
522237,"SHIVAGRICO IMPLEMENTS LTD.",X,STK,24.26,24.26,21.35,22.25,22.25,24.27,78,6675,151611,
522241,"M.M.FORGINGS LTD.",B,STK,457.95,475,457.95,463.25,463,460.8,102,1610,754383,
522249,"MAYUR UNIQUOTERS LTD.",B,STK,572.25,579.4,571.3,573.6,579.05,568.75,391,2373,1363089,
522251,"CENLUB INDUSTRIES LTD.",X,STK,230.95,239.9,220.05,236.4,239,225.5,166,6264,1455995,
522257,"RAJOO ENGINEERS LTD.",B,STK,66.91,69.23,66.15,67.67,67.67,66.14,454,62931,4248141,
522261,"DOLPHIN OFFSHORE ENTERPRISES (",B,STK,396.05,403.1,395.15,396.6,397.05,394.95,103,1172,466577,
522267,"VEEJAY LAKSHMI ENGINEERING WOR",X,STK,39.6,39.6,36,37.83,38.45,36.79,21,1876,69310,
522273,"AHMEDABAD STEELCRAFT LTD.",X,STK,179.35,179.35,170,170.7,170,171.65,59,1868,327582,
522275,"GE Vernova T&D India Limited",A,STK,4099.55,4150,4072.55,4139.7,4139.7,4072.55,2335,102398,423889808,
522281,"RAM RATNA WIRES LTD.",B,STK,350.6,411.7,346,388.85,388.85,343.1,2722,125570,50221804,
522285,"JAYASWAL NECO INDUSTRIES LTD.",B,STK,99.23,99.23,95.69,96.21,96.21,98.51,2572,392126,38129399,
522287,"KALPATARU PROJECTS INTERNATION",A,STK,1194.2,1236,1194.2,1232.9,1231,1205.5,906,9762,11929722,
522289,"NMS GLOBAL LIMITED",XT,STK,68.62,68.62,62.11,67.99,67.99,65.37,9,14,934,
522292,"CANDOUR TECHTEX LIMITED",X,STK,144.95,144.95,141.75,142.3,143,143.45,154,43414,6226494,
522294,"T & I GLOBAL LTD.",X,STK,189.1,189.1,176.05,182.55,180.7,184.35,14,1377,247831,
522295,"CONTROL PRINT LTD.",B,STK,692.85,695,667,669.45,672.65,686,204,2159,1461286,
522650,"BEMCO HYDRAULICS LTD.",X,STK,92,92,87,88.18,88.18,88.01,208,13107,1168230,
523007,"ANSAL BUILDWELL LTD.",X,STK,104.35,104.35,100.17,102.99,102.99,104.39,19,923,94906,
523011,"WEIZMANN LTD.",B,STK,83.01,85,83.01,84.24,84.15,83,14,168,14032,
523019,"B.N.RATHI SECURITIES LTD.",X,STK,16.41,17.2,15.49,16.48,16.6,16.69,346,54254,904707,
523021,"RISHI TECHTEX LTD.",X,STK,41.99,41.99,38.8,40,40,39.49,9,577,23055,
523023,"SINCLAIRS HOTELS LTD.",B,STK,82.99,82.99,79.11,80.26,80.3,78.85,32,1870,149973,
523025,"SAFARI INDUSTRIES (INDIA) LTD.",A,STK,1570.35,1650,1562.95,1579.15,1572.05,1553.8,892,9932,15855480,
523054,"BINAYAK TEX PROCESSORS LTD.",XT,STK,2185,2185,2185,2185,2185,2185,2,3,6555,
523062,"J.J.FINANCE CORPORATION LTD.",XT,STK,52.93,52.93,52.92,52.92,52.92,54,4,24,1270,
523100,"COSMO FERRITES LTD.",XT,STK,142,142,132,141.71,142,136.26,33,4626,638585,
523105,"CROPSTER AGRO LIMITED",B,STK,7.33,7.33,6.84,7.17,7.19,7.19,486,302417,2126094,
523116,"SANCO TRANS LTD.",X,STK,686.5,755.15,686.5,744.4,744.4,719.25,6,51,37263,
523120,"THRIVE FUTURE HABITATS LIMITED",X,STK,134.98,134.98,129.1,133.64,134.9,134.98,42,3263,429426,
523127,"EIH ASSOCIATED HOTELS LTD.",B,STK,324.35,334.2,321.7,328.25,328.75,325.05,135,2379,777420,
523144,"MEDI-CAPS LTD.",X,STK,31.97,31.97,29.85,29.85,29.85,30.87,29,2438,75274,
523151,"OTCO INTERNATIONAL LTD.",X,STK,9.42,9.42,9.41,9.42,9.42,8.98,15,8514,80200,
523160,"FOSECO CRUCIBLE INDIA LIMITED",X,STK,1450.05,1550,1450.05,1526.25,1519.9,1492.75,86,1117,1706149,
523186,"B&A PACKAGING INDIA LIMITED",X,STK,191.8,191.8,181.9,185.3,185.3,194.5,38,449,82142,
523207,"KOKUYO CAMLIN LTD.",B,STK,87,90,86.85,89.53,89.53,86.42,70,2084,183066,
523222,"SRM ENERGY LTD.",XT,STK,20.7,20.7,20.7,20.7,20.7,19.73,1,205,4243,
523229,"BHARAT SEATS LTD.",B,STK,185.1,186.7,182.5,183.4,183,185.55,384,16786,3090906,
523232,"CONTINENTAL PETROLEUMS LTD.",X,STK,87,88,84.2,85.05,85.52,86.99,59,10289,875896,
523242,"NB FOOTWEAR LTD.",P,STK,8.05,8.89,8.05,8.51,8.89,8.47,11,16100,135917,
523248,"MACHINO PLASTICS LTD.",X,STK,249.55,263,249.55,262.1,262.4,250.5,35,669,173104,
523260,"PEARL POLYMERS LTD.",B,STK,18.68,21.57,18.01,21.57,21.57,17.98,148,21091,443646,
523261,"VENKYS (INDIA) LTD.",B,STK,1518.9,1637,1518.9,1589.25,1589.25,1525.05,738,8641,13768431,
523269,"ADVANI HOTELS & RESORTS (INDIA",B,STK,54.75,55.17,53.8,54.69,54.55,53.71,42,4934,267442,
523283,"SUPERHOUSE LTD.",B,STK,152,152,150,150.8,150,151,10,190,28717,
523289,"RAMA VISION LTD.",X,STK,182,182,156.6,159.85,159.95,171.55,223,9746,1595757,
523301,"TCPL PACKAGING LTD.",B,STK,2681.6,2704.3,2644.65,2647,2645,2664.65,50,130,347892,
523309,"SHRI GANG INDUSTRIES AND ALLIE",X,STK,83.95,83.95,81.55,82.57,82.1,83.13,266,24551,2025568,
523319,"BALMER LAWRIE & CO.LTD.",B,STK,173.5,178.55,172.5,176.2,176.5,173.35,355,11699,2058207,
523323,"KOVAI MEDICAL CENTER & HOSPITA",B,STK,5425,5450.05,5377.7,5420.6,5420.6,5434.1,694,8695,47024822,
523329,"ELDECO HOUSING & INDUSTRIES LT",B,STK,838,869.95,838,869.95,869.95,786.55,4,50,43132,
523367,"DCM SHRIRAM LIMITED",A,STK,1196.75,1230.55,1187.5,1225.85,1223.55,1185,442,4215,5115953,
523369,"DCM SHRIRAM INDUSTRIES LTD.",B,STK,40.9,41.56,39.9,40.6,40.7,40.12,164,7025,286791,
523371,"MAWANA SUGARS LTD.",B,STK,102.94,105,100,104.34,103.97,101.38,240,7163,741721,
523373,"MINI DIAMONDS (INDIA) LTD.",X,STK,20.85,21.38,18.95,19.4,19.4,20.45,1063,441411,8812839,
523384,"MAHA RASHTRA APEX CORPORATION",B,STK,51.5,51.5,49.77,50.07,51.48,51.17,83,9625,487190,
523385,"NILKAMAL LTD.",B,STK,1325,1341.9,1304.85,1320.05,1304.85,1312.1,61,207,273064,
